ticket_id,user_id,created_date,priority,category,first_response_hours,resolution_hours
9838,45728,2022-10-06,High,Integrations,9.4,16.6
9839,10260,2024-10-23,Medium,Bug,3.8,23.7
9840,36669,2022-07-13,High,Billing,5.2,31.8
9841,495,2022-05-22,Medium,Billing,14.9,2.5
9842,35598,2022-09-15,Urgent,Integrations,2.7,5.5
9843,17852,2022-05-28,High,Performance,2.9,13.6
9844,46939,2024-04-04,Low,Integrations,3.3,44.3
9845,34415,2022-08-05,Medium,Bug,5.0,13.9
9846,18956,2025-10-24,Medium,Integrations,2.2,3.1
9847,22074,2022-07-15,Medium,Integrations,7.0,28.3
9848,15438,2025-06-28,Medium,Integrations,7.2,6.9
9849,38993,2025-11-03,Urgent,Bug,3.2,7.9
9850,31407,2024-07-01,Medium,Billing,6.2,16.9
9851,22508,2023-09-19,Low,How To,0.6,4.6
9852,68,2022-06-01,Medium,Bug,0.5,36.8
9853,2815,2025-03-21,Low,Bug,0.5,11.5
9854,44866,2023-01-25,Medium,Bug,2.7,25.4
9855,4781,2025-09-04,Low,Performance,5.3,40.2
9856,16653,2024-11-26,Medium,Integrations,2.2,22.4
9857,10096,2024-04-06,High,Bug,2.4,5.2
9858,17645,2023-12-03,Medium,Performance,3.5,29.1
9859,28640,2023-03-06,Medium,Integrations,2.7,5.0
9860,1679,2023-04-01,Low,Bug,1.7,34.0
9861,37729,2022-11-17,Medium,Bug,3.6,8.8
9862,18106,2022-01-26,High,Billing,6.5,5.8
9863,3131,2022-05-21,Low,Bug,6.4,13.9
9864,37051,2022-06-21,Low,How To,1.7,15.2
9865,23143,2023-10-19,Medium,Performance,3.6,16.3
9866,2207,2025-10-16,Low,Integrations,5.2,14.5
9867,16341,2023-06-07,Medium,Bug,12.5,84.3
9868,32184,2023-05-18,High,Integrations,3.2,13.0
9869,35971,2024-09-05,Urgent,Integrations,2.4,50.2
9870,34946,2022-10-23,Low,Performance,4.9,39.2
9871,5017,2023-10-20,High,Billing,0.7,10.1
9872,49140,2025-03-19,Low,Billing,1.9,12.2
9873,19298,2024-05-20,Medium,Performance,2.3,27.9
9874,9318,2024-08-01,Low,Billing,6.0,67.2
9875,21257,2024-08-07,Low,Performance,4.5,27.2
9876,12822,2025-12-05,Medium,Integrations,6.1,20.0
9877,17890,2022-12-12,Low,Billing,7.7,27.4
9878,24834,2025-03-24,Low,Bug,1.9,20.8
9879,36379,2022-11-26,Low,Performance,3.9,72.2
9880,6972,2023-02-15,Medium,Performance,13.5,36.5
9881,14984,2023-08-15,Medium,How To,21.7,15.7
9882,32004,2025-10-26,Low,Integrations,19.6,28.7
9883,34538,2024-03-07,High,Bug,5.7,37.0
9884,15473,2023-07-01,High,Billing,6.2,21.7
9885,40637,2025-09-07,Medium,How To,2.5,9.1
9886,40853,2024-08-08,Low,Billing,2.8,19.2
9887,45852,2024-07-15,Low,How To,1.3,10.8
9888,49779,2023-04-06,Medium,Billing,5.2,6.1
9889,25973,2024-05-18,High,Integrations,12.4,12.3
9890,6334,2025-07-15,Low,Integrations,2.2,15.4
9891,8813,2023-06-12,High,Integrations,0.9,42.1
9892,8545,2025-07-21,Low,Integrations,3.1,14.8
9893,45820,2025-12-24,Medium,Bug,12.9,11.2
9894,46947,2024-01-25,Low,Performance,0.2,17.8
9895,43276,2022-09-05,Low,Performance,5.1,24.8
9896,26335,2025-06-14,Medium,Performance,2.7,18.9
9897,16940,2022-06-16,Low,Integrations,10.3,10.5
9898,49077,2022-01-24,Medium,Performance,3.9,23.3
9899,46423,2025-12-16,Low,Bug,6.9,10.1
9900,49111,2023-02-18,Medium,Billing,3.8,19.6
9901,7025,2024-07-24,Medium,How To,1.9,29.3
9902,10385,2023-03-20,Medium,Performance,2.9,27.9
9903,23254,2024-12-28,Low,Billing,2.5,17.0
9904,23016,2022-11-29,Low,Integrations,7.4,21.4
9905,16853,2023-01-29,Low,How To,0.5,32.1
9906,10096,2024-08-08,Medium,Billing,2.8,12.5
9907,1067,2025-03-03,Low,How To,8.8,26.0
9908,11118,2024-02-21,Medium,How To,1.2,23.0
9909,4814,2022-12-31,Medium,Bug,3.6,11.9
9910,48158,2022-08-22,Low,Bug,3.7,25.5
9911,11601,2023-02-25,Low,Performance,5.1,15.3
9912,43641,2022-06-25,Medium,Bug,5.0,44.8
9913,38552,2022-12-12,Medium,Integrations,2.6,20.9
9914,16479,2023-09-24,Low,Performance,4.9,39.0
9915,6672,2022-11-28,High,Performance,13.7,17.1
9916,19537,2023-08-29,High,Integrations,10.0,32.0
9917,35235,2023-09-05,Low,Performance,5.9,5.7
9918,21623,2023-01-06,Low,How To,1.9,24.1
9919,33154,2022-03-27,Medium,Integrations,4.8,29.9
9920,21048,2024-07-02,Low,Billing,0.5,28.6
9921,9243,2023-08-19,Medium,Bug,4.0,16.3
9922,23688,2024-04-02,Medium,How To,4.4,6.2
9923,27243,2023-08-30,Medium,Performance,6.4,7.7
9924,29920,2022-12-18,Medium,Performance,13.3,25.7
9925,39804,2024-06-05,Low,How To,1.8,62.1
9926,37880,2025-12-25,Low,Bug,2.3,12.1
9927,22799,2025-08-11,Medium,Performance,4.0,21.0
9928,1211,2022-01-27,Medium,Billing,2.7,17.3
9929,25267,2025-04-24,Medium,Performance,0.4,7.1
9930,7864,2024-08-27,Low,How To,20.3,58.3
9931,31666,2024-10-31,Medium,Billing,0.8,26.2
9932,10368,2024-05-14,Low,Performance,1.6,26.2
9933,3271,2024-02-04,Medium,How To,7.7,17.4
9934,45291,2023-02-24,Medium,Integrations,2.9,18.7
9935,10493,2022-12-29,Medium,Billing,3.1,29.6
9936,45812,2025-04-15,Medium,Performance,1.4,22.7
9937,22827,2025-06-25,Low,Billing,2.1,34.2
9938,21735,2024-03-24,Low,Bug,1.0,11.5
9939,24684,2024-02-23,Medium,Billing,9.8,11.8
9940,46781,2023-04-17,Low,Performance,6.2,25.0
9941,31344,2022-12-11,Medium,Bug,8.0,29.8
9942,26993,2024-02-06,Low,Billing,2.7,4.9
9943,43643,2023-11-29,Low,Integrations,6.4,29.9
9944,12053,2025-01-05,Low,Bug,4.6,10.3
9945,5210,2025-08-05,Medium,Integrations,5.3,14.4
9946,24536,2024-06-24,Medium,Bug,3.7,21.2
9947,29523,2022-12-14,Medium,Performance,5.5,24.9
9948,31172,2022-03-27,High,Bug,3.7,40.8
9949,26692,2023-12-07,Low,Integrations,6.2,12.2
9950,28028,2023-05-11,Medium,Billing,11.5,26.5
9951,13167,2023-08-29,Low,Billing,8.5,19.9
9952,41392,2022-10-01,Medium,Integrations,23.7,18.1
9953,46215,2024-02-19,Low,Billing,16.4,6.5
9954,10,2023-08-13,High,Bug,2.7,15.1
9955,28451,2022-03-02,Medium,How To,15.7,27.0
9956,28417,2022-06-12,Low,Performance,9.1,18.7
9957,23427,2022-03-20,Low,Billing,7.6,24.5
9958,29701,2022-04-23,Low,Bug,8.7,68.7
9959,4206,2025-08-16,Medium,Bug,7.7,11.7
9960,2975,2022-09-21,Low,Performance,5.2,11.0
9961,4502,2024-03-14,Low,Integrations,1.8,12.6
9962,22355,2025-12-01,High,Bug,7.4,20.9
9963,4461,2023-10-25,Medium,Performance,6.6,14.2
9964,47824,2022-12-17,High,How To,2.9,20.0
9965,25728,2022-04-22,Low,Integrations,5.4,21.5
9966,49321,2023-12-08,Urgent,How To,10.1,30.0
9967,35025,2025-12-05,Low,How To,0.8,11.4
9968,19779,2023-06-03,High,Performance,5.0,9.2
9969,48526,2022-03-07,Low,Integrations,10.3,19.6
9970,16926,2025-09-07,Low,Performance,5.1,55.8
9971,2128,2022-07-10,High,How To,2.2,18.3
9972,26167,2025-05-26,Low,Billing,8.2,23.5
9973,35042,2024-07-24,High,Integrations,5.4,47.0
9974,17435,2023-03-21,Urgent,Bug,17.8,7.3
9975,21749,2023-04-01,Low,Bug,9.2,30.3
9976,41068,2025-04-18,Medium,Integrations,4.2,10.7
9977,11799,2022-03-30,Low,Integrations,18.2,74.6
9978,20984,2023-08-08,Medium,Integrations,6.8,8.0
9979,44767,2023-06-18,Medium,Performance,12.0,28.6
9980,11384,2022-02-17,Low,Billing,0.8,5.0
9981,40845,2023-08-25,Medium,Performance,4.7,17.5
9982,5306,2023-02-13,High,Integrations,9.7,44.6
9983,31496,2022-10-12,Low,Performance,6.3,11.4
9984,36138,2024-03-06,Medium,How To,0.6,16.8
9985,8628,2024-02-23,Medium,Bug,17.2,34.8
9986,13833,2024-04-02,Low,Integrations,9.2,24.6
9987,34825,2023-04-23,Low,Billing,3.7,18.0
9988,7038,2022-05-20,Low,How To,3.2,29.5
9989,47816,2025-06-12,Low,Integrations,5.6,29.9
9990,41375,2023-01-15,Low,How To,0.3,29.6
9991,36957,2023-04-28,Medium,Integrations,10.6,32.1
9992,20312,2023-09-11,Medium,Performance,9.8,9.0
9993,607,2025-12-27,Low,Bug,6.2,28.8
9994,8953,2025-09-23,Low,Performance,1.5,18.4
9995,30014,2022-11-01,Medium,Performance,0.7,27.6
9996,38537,2024-06-27,Medium,Bug,1.1,24.6
9997,33577,2023-10-28,Low,Performance,10.8,15.2
9998,22467,2022-07-23,Medium,How To,2.0,32.9
9999,24123,2024-04-15,High,Bug,0.7,10.4
10000,11558,2024-12-26,Low,Integrations,12.6,45.1
10001,39421,2023-01-03,Medium,Bug,0.3,16.9
10002,21581,2023-07-08,Low,Bug,5.9,10.6
10003,49124,2023-10-20,Low,Bug,0.3,20.4
10004,33899,2022-10-19,Medium,Bug,3.2,24.6
10005,46699,2022-04-09,Medium,How To,8.2,22.2
10006,34468,2025-07-01,High,Billing,2.7,3.3
10007,43965,2022-12-30,Urgent,Integrations,5.0,17.5
10008,23094,2023-04-25,Medium,Integrations,9.0,11.9
10009,589,2024-07-27,Low,Bug,0.2,22.5
10010,39805,2025-07-18,Low,Performance,2.9,15.6
10011,19727,2024-05-13,Medium,Billing,4.8,29.3
10012,6690,2025-04-15,High,Bug,11.5,4.0
10013,20675,2024-10-27,Urgent,Billing,0.5,20.8
10014,34420,2022-01-19,Low,Performance,8.0,59.0
10015,42356,2025-04-04,Medium,Performance,0.3,43.3
10016,15556,2024-06-05,Low,How To,1.6,52.6
10017,43544,2023-11-10,High,How To,12.3,8.7
10018,3829,2023-01-16,High,Performance,0.4,21.4
10019,1979,2023-09-10,Medium,Billing,2.9,15.6
10020,12671,2023-02-22,Low,Performance,3.8,25.2
10021,36350,2025-09-25,High,Bug,1.4,25.8
10022,12167,2022-12-07,Low,Bug,5.9,12.4
10023,29580,2024-12-15,High,How To,8.6,11.1
10024,17082,2025-07-08,Urgent,How To,3.7,26.1
10025,20593,2025-03-05,Low,Integrations,1.1,12.6
10026,20646,2023-12-26,Medium,Integrations,21.0,22.4
10027,23251,2022-03-01,High,Billing,3.4,22.2
10028,44679,2025-03-02,Medium,How To,2.7,22.4
10029,25343,2024-09-09,High,Integrations,3.5,16.6
10030,39892,2024-09-21,Low,Performance,4.1,12.2
10031,4073,2023-06-20,High,Performance,13.1,17.3
10032,32387,2022-08-23,Low,Bug,3.4,43.3
10033,42359,2023-05-10,Medium,Performance,3.0,32.4
10034,36360,2025-09-30,Urgent,Billing,4.6,11.2
10035,41546,2024-09-11,Urgent,Billing,1.6,16.0
10036,10683,2025-04-14,Medium,Bug,3.8,30.2
10037,40787,2023-11-11,High,Billing,5.4,27.3
10038,34434,2022-10-20,High,Integrations,9.7,10.4
10039,32246,2022-11-17,Low,Performance,1.9,29.0
10040,42366,2025-07-08,Medium,Integrations,6.2,11.2
10041,32239,2023-10-03,Urgent,How To,8.5,18.3
10042,45125,2023-07-21,Medium,Billing,6.0,8.4
10043,5491,2023-05-17,Medium,Bug,6.3,34.5
10044,44793,2025-11-07,Medium,Performance,8.1,22.2
10045,15345,2022-06-27,Medium,Integrations,19.5,28.6
10046,34844,2023-03-18,High,Billing,6.2,12.9
10047,43211,2025-03-17,Medium,Billing,0.4,17.1
10048,12424,2025-08-16,Low,How To,1.2,44.9
10049,9372,2025-05-14,Low,Billing,10.3,40.6
10050,6832,2023-08-28,Low,Performance,10.5,10.4
10051,8492,2022-04-30,Medium,Integrations,4.0,23.2
10052,4028,2022-04-08,Medium,Billing,8.5,3.8
10053,31433,2023-03-17,Medium,Integrations,12.8,19.4
10054,34221,2025-02-01,Low,How To,8.6,29.0
10055,26971,2022-09-18,Low,Billing,2.1,15.7
10056,14605,2025-12-26,Medium,Performance,15.5,74.5
10057,4539,2023-01-19,Medium,Bug,11.0,20.2
10058,7401,2025-04-21,Medium,How To,5.4,44.2
10059,205,2025-12-01,Medium,Performance,5.1,2.4
10060,44502,2022-09-04,Medium,Performance,8.5,37.0
10061,31220,2022-06-27,Medium,Integrations,6.4,13.5
10062,2146,2022-01-21,High,Bug,1.9,9.8
10063,38558,2023-08-19,Medium,Integrations,10.6,23.1
10064,45178,2023-04-28,Medium,Billing,5.2,31.2
10065,40743,2023-06-20,Low,Performance,10.1,29.6
10066,4300,2022-10-27,Low,Performance,2.4,3.8
10067,3306,2022-02-18,Low,Integrations,7.3,15.0
10068,21673,2024-04-17,Medium,How To,4.5,15.9
10069,13836,2025-01-13,Medium,Billing,2.5,20.9
10070,21465,2025-01-29,Low,Integrations,4.2,46.4
10071,44967,2022-05-11,Medium,How To,1.4,50.9
10072,8549,2022-03-24,High,Performance,1.0,50.1
10073,1336,2024-07-13,High,How To,2.2,17.2
10074,26633,2024-10-13,High,Integrations,5.6,26.6
10075,28522,2025-10-19,Medium,Bug,12.6,23.5
10076,34016,2022-03-27,Low,Performance,1.4,30.5
10077,6561,2023-06-23,Medium,Integrations,1.9,12.5
10078,48703,2024-03-25,High,Bug,5.0,24.6
10079,6877,2023-05-02,High,Billing,11.0,12.8
10080,7795,2025-03-26,Medium,How To,6.9,10.4
10081,41774,2024-04-23,Medium,Billing,2.0,26.6
10082,33617,2024-04-15,Low,How To,10.1,54.8
10083,21696,2024-10-20,Low,Bug,10.8,4.7
10084,33586,2022-01-29,Low,How To,8.5,30.7
10085,11285,2023-11-02,Medium,Bug,6.0,14.3
10086,36713,2025-04-27,Medium,Integrations,11.8,21.9
10087,28195,2023-10-30,High,Bug,4.0,9.4
10088,44280,2023-03-09,High,How To,5.1,23.1
10089,42357,2022-07-03,High,How To,15.8,30.7
10090,46498,2022-09-03,Medium,Integrations,3.4,9.2
10091,33965,2025-12-03,Low,Bug,2.8,44.9
10092,9855,2022-07-22,Medium,How To,5.9,47.2
10093,47698,2024-09-29,Medium,Performance,6.6,52.8
10094,41836,2023-09-12,Medium,Bug,1.8,1.0
10095,35243,2024-03-10,Low,Integrations,1.8,12.3
10096,11082,2024-05-30,Low,Billing,4.7,57.6
10097,22544,2023-02-12,Medium,Billing,2.9,32.3
10098,29068,2023-01-07,Urgent,Bug,4.4,24.3
10099,14324,2022-04-11,Medium,How To,4.8,5.9
10100,43790,2025-03-27,Medium,Performance,6.1,17.2
10101,20998,2023-03-17,Medium,How To,0.4,30.2
10102,47089,2024-12-23,High,Billing,7.3,8.4
10103,41728,2024-06-14,Low,How To,7.6,18.9
10104,48007,2023-08-27,Medium,Integrations,6.8,39.7
10105,7350,2024-02-11,Medium,Integrations,0.6,27.2
10106,40652,2022-04-29,Low,Integrations,0.2,23.2
10107,35869,2025-04-30,Medium,Integrations,6.5,34.2
10108,47085,2024-10-12,Medium,How To,1.6,6.1
10109,10921,2022-09-18,Urgent,How To,6.0,37.7
10110,41178,2025-12-14,Medium,How To,3.3,17.0
10111,11409,2025-12-07,High,How To,7.1,14.5
10112,10183,2022-02-23,High,Integrations,1.9,2.8
10113,26177,2025-05-09,Medium,How To,14.5,19.2
10114,33789,2022-11-27,Medium,Integrations,1.9,6.3
10115,35496,2022-09-13,Low,How To,6.0,11.4
10116,49758,2024-04-17,High,Billing,10.2,22.7
10117,13262,2025-01-30,High,Integrations,9.8,16.6
10118,23865,2023-11-13,High,Integrations,12.8,26.5
10119,14681,2023-12-12,High,Billing,4.7,12.8
10120,1208,2025-12-01,Low,Billing,5.7,17.6
10121,48870,2025-05-15,Low,Bug,4.8,45.8
10122,19251,2025-04-06,High,Integrations,20.1,44.8
10123,12424,2025-11-29,Low,How To,4.9,20.6
10124,3267,2025-10-02,Low,Performance,6.2,11.2
10125,26653,2023-03-03,Low,Performance,0.5,14.0
10126,45141,2022-08-25,Medium,Integrations,4.2,31.6
10127,2797,2025-11-10,Low,How To,5.1,17.0
10128,35095,2023-09-25,Low,Bug,3.3,7.0
10129,22966,2022-02-17,Low,How To,12.8,19.5
10130,43966,2022-06-25,High,How To,4.3,18.3
10131,8531,2023-06-06,Low,Billing,9.5,27.3
10132,48219,2024-08-07,High,Integrations,2.1,25.0
10133,45117,2023-04-28,Low,Billing,2.7,19.4
10134,37452,2022-01-05,High,Performance,1.2,9.1
10135,32257,2025-03-26,High,Performance,4.3,28.1
10136,13411,2024-12-26,Medium,Performance,3.8,18.5
10137,18798,2025-05-09,Low,Billing,1.7,37.2
10138,4796,2024-07-12,Low,Performance,3.4,20.0
10139,42490,2023-01-21,Low,How To,4.1,21.6
10140,15615,2024-03-22,High,Integrations,2.8,11.0
10141,15492,2023-07-31,High,Integrations,4.2,5.8
10142,39180,2025-03-11,Medium,Integrations,5.5,43.4
10143,28475,2022-05-12,High,Integrations,13.5,43.5
10144,35741,2025-04-15,Medium,Integrations,1.5,18.0
10145,11060,2023-01-23,Medium,Performance,1.2,12.5
10146,11109,2023-12-06,High,Integrations,17.0,19.6
10147,26768,2025-12-10,Medium,Integrations,2.6,31.6
10148,36774,2023-10-02,High,Bug,3.6,19.6
10149,33332,2024-12-13,Medium,Billing,2.1,2.8
10150,47647,2024-11-11,Medium,Bug,6.8,45.7
10151,46236,2023-12-28,Medium,Integrations,8.3,3.7
10152,15325,2025-12-02,Low,Billing,3.5,12.9
10153,35247,2025-10-17,Urgent,Billing,5.5,17.0
10154,26940,2023-10-22,Medium,Bug,3.4,33.1
10155,19374,2023-12-26,Low,Performance,8.2,23.6
10156,16104,2024-12-26,Urgent,Bug,0.2,40.2
10157,46220,2022-07-06,Medium,Billing,4.7,8.1
10158,20125,2023-08-01,Medium,Billing,4.1,12.4
10159,18569,2024-06-10,High,How To,1.4,17.1
10160,1905,2023-06-07,Low,Performance,8.2,65.6
10161,18531,2025-12-12,High,How To,1.9,26.5
10162,41558,2023-08-28,Low,How To,4.0,17.7
10163,17756,2022-04-29,Urgent,Performance,10.9,13.0
10164,14491,2024-11-17,Medium,Integrations,16.0,19.0
10165,14625,2024-12-15,High,Bug,3.1,17.6
10166,9890,2022-08-18,High,How To,5.3,35.8
10167,5839,2024-06-16,Low,How To,8.7,22.0
10168,42207,2025-01-22,Low,How To,2.0,25.0
10169,8373,2022-02-10,High,How To,4.5,18.4
10170,22641,2023-02-07,Medium,Integrations,8.2,19.8
10171,31406,2023-05-12,High,Integrations,0.8,12.7
10172,44283,2025-12-25,Low,Integrations,6.2,52.6
10173,38398,2024-12-11,High,Performance,12.7,24.1
10174,42160,2023-08-19,Medium,Performance,7.6,21.6
10175,22523,2024-11-08,Medium,Bug,1.9,2.4
10176,34489,2024-12-24,Low,Performance,7.0,27.8
10177,14577,2023-10-29,Medium,How To,4.1,5.1
10178,39818,2025-03-08,Low,How To,2.2,21.2
10179,4069,2025-04-04,Medium,Integrations,8.1,20.3
10180,30774,2023-11-19,Urgent,Performance,4.0,2.9
10181,11060,2022-07-07,Medium,Billing,8.0,27.0
10182,35754,2024-10-26,Medium,Performance,7.1,17.9
10183,49122,2024-12-10,Medium,Billing,9.8,23.6
10184,36505,2025-04-15,Low,Integrations,0.7,11.1
10185,27139,2025-12-10,Medium,Integrations,2.0,24.2
10186,17350,2025-11-16,High,Bug,4.1,5.5
10187,28201,2024-06-16,Medium,How To,4.3,31.2
10188,43190,2023-08-22,Low,Integrations,3.7,15.2
10189,9245,2022-06-07,Low,Integrations,4.2,57.3
10190,19421,2023-07-22,Medium,Bug,8.0,33.3
10191,20743,2022-08-19,Low,Bug,7.0,11.4
10192,25060,2022-09-15,Medium,Bug,1.9,7.4
10193,5353,2023-11-29,Low,Billing,5.9,22.5
10194,13366,2025-07-19,Low,Billing,1.9,19.9
10195,21149,2023-06-22,Low,Performance,3.5,26.3
10196,29962,2025-06-21,Medium,How To,6.6,46.4
10197,7583,2024-03-16,Medium,Billing,10.6,26.4
10198,6631,2023-01-20,Medium,Bug,4.0,6.0
10199,18726,2025-09-28,Low,Performance,5.6,29.0
10200,1096,2024-12-26,Low,Billing,4.2,11.1
10201,988,2023-04-29,Low,Billing,1.7,29.7
10202,20358,2025-05-09,Low,Billing,1.3,20.6
10203,33621,2025-06-08,Low,Performance,2.0,33.3
10204,3394,2022-10-31,Medium,How To,9.4,4.9
10205,39103,2023-03-30,Medium,How To,0.4,14.1
10206,12751,2024-12-13,Low,Performance,0.9,36.7
10207,47334,2022-04-21,Medium,Integrations,8.7,62.1
10208,4918,2023-03-14,Medium,Integrations,9.5,8.9
10209,36149,2023-04-20,Medium,Bug,7.8,17.2
10210,23598,2022-07-31,High,Billing,6.0,25.1
10211,7845,2022-12-25,Medium,How To,9.7,6.1
10212,11232,2025-10-05,Medium,Bug,6.0,10.9
10213,33669,2023-01-11,Medium,Bug,2.1,21.6
10214,3400,2024-10-04,Medium,Integrations,2.1,20.3
10215,47424,2022-12-05,Urgent,How To,1.8,20.5
10216,31331,2025-06-06,Low,Billing,4.8,26.6
10217,43639,2022-11-22,Low,Bug,1.4,16.5
10218,4960,2025-12-22,Low,How To,20.6,34.9
10219,43506,2023-03-27,Medium,Integrations,4.4,7.0
10220,3857,2024-12-24,Medium,Billing,4.7,37.0
10221,14644,2025-11-26,Medium,Performance,5.7,32.9
10222,2622,2024-09-09,Low,Performance,6.5,48.8
10223,18496,2025-01-12,Low,Integrations,9.8,21.6
10224,21899,2023-01-03,Low,Bug,0.4,21.5
10225,8728,2024-01-11,Medium,Bug,12.8,11.9
10226,28066,2023-10-03,Medium,Performance,1.0,33.7
10227,37660,2022-10-25,Medium,Bug,1.4,27.1
10228,28202,2024-01-09,Medium,Integrations,1.3,27.8
10229,47513,2024-08-20,Low,Performance,4.2,13.4
10230,16147,2023-11-09,High,How To,2.8,30.8
10231,46962,2025-04-01,Medium,Performance,3.4,47.2
10232,45729,2023-02-14,Low,Performance,2.7,15.4
10233,13261,2023-05-26,Medium,Billing,13.4,34.8
10234,41304,2023-03-25,Low,Performance,5.1,6.8
10235,42568,2024-03-27,High,Performance,1.6,27.5
10236,7791,2024-03-28,Medium,Billing,1.9,16.8
10237,19508,2023-07-04,Urgent,Bug,9.3,31.0
10238,41883,2022-05-20,Medium,Integrations,11.6,28.6
10239,23145,2024-09-10,Medium,Billing,6.7,5.2
10240,35049,2025-11-20,Low,How To,13.5,26.7
10241,23564,2025-01-07,High,Performance,5.9,6.0
10242,13556,2022-10-01,Urgent,How To,9.8,50.6
10243,40230,2023-11-12,High,Integrations,11.9,32.7
10244,25876,2024-03-02,High,Bug,1.7,29.1
10245,28259,2022-03-22,Low,Performance,1.3,10.0
10246,23248,2024-01-29,Low,Performance,4.0,12.2
10247,48319,2024-06-04,Medium,Performance,9.3,7.8
10248,12258,2025-10-13,Medium,Bug,1.6,14.8
10249,38837,2023-06-03,Medium,Bug,0.5,30.2
10250,8913,2025-08-21,Low,Bug,3.6,41.6
10251,38589,2023-11-28,Urgent,How To,2.7,7.7
10252,42422,2025-06-05,Urgent,Integrations,11.3,18.0
10253,29163,2025-06-01,Medium,Performance,1.0,39.2
10254,37704,2024-10-17,Medium,Billing,15.5,19.8
10255,37554,2025-09-21,Medium,Integrations,0.9,93.0
10256,2213,2025-12-05,Medium,Integrations,3.7,5.9
10257,30196,2022-04-03,Medium,Billing,1.7,32.2
10258,48153,2023-08-27,Low,Integrations,4.9,9.1
10259,45290,2023-06-27,High,Performance,4.4,21.1
10260,10439,2025-10-03,Low,Billing,10.0,15.6
10261,23442,2025-07-04,High,How To,6.5,11.8
10262,16795,2025-11-18,Medium,How To,5.2,21.0
10263,40383,2022-10-08,Medium,How To,2.7,35.4
10264,37849,2023-03-01,Medium,Integrations,10.2,15.0
10265,34819,2024-08-16,Medium,Billing,6.1,3.1
10266,15451,2023-04-26,Medium,How To,8.4,21.2
10267,32845,2022-02-09,Low,How To,8.9,14.3
10268,20942,2023-12-02,Low,Performance,10.8,38.2
10269,30079,2025-11-15,Medium,Performance,9.7,18.6
10270,45430,2022-06-21,Medium,Performance,10.8,8.5
10271,47365,2022-01-16,Low,Billing,3.1,24.3
10272,33292,2024-08-06,High,Billing,5.2,11.6
10273,19690,2025-07-01,Medium,Bug,6.0,23.1
10274,31616,2024-07-30,High,Billing,2.0,14.3
10275,17214,2022-03-29,Medium,Bug,5.9,36.3
10276,15077,2025-05-19,Low,Billing,1.9,12.7
10277,47739,2023-07-07,Medium,Bug,3.3,21.8
10278,39988,2024-07-04,Medium,Performance,3.6,11.7
10279,45515,2022-10-10,Low,Performance,3.1,4.2
10280,25351,2022-11-13,Medium,How To,23.5,12.2
10281,29541,2023-04-18,Medium,How To,7.8,22.4
10282,21447,2024-08-20,Medium,Integrations,6.0,53.2
10283,39539,2022-11-30,Low,Billing,8.1,1.7
10284,30701,2024-08-14,Medium,Billing,2.9,56.9
10285,29076,2022-03-22,Medium,Billing,0.8,30.7
10286,1045,2023-10-26,Low,Bug,3.7,9.7
10287,18754,2024-10-21,High,Performance,6.0,2.2
10288,8535,2022-11-05,Medium,Performance,7.6,27.9
10289,5315,2022-01-15,Medium,Performance,8.3,25.0
10290,47441,2023-05-22,Medium,How To,2.0,12.8
10291,8113,2023-02-09,Medium,How To,4.2,10.9
10292,7337,2023-01-27,Low,Billing,2.2,32.3
10293,10874,2022-05-09,High,Integrations,7.8,5.1
10294,27095,2022-04-28,Medium,Performance,7.7,19.8
10295,30477,2025-06-19,Medium,Bug,5.1,14.6
10296,8188,2022-07-22,Medium,Bug,5.3,26.7
10297,14579,2025-03-28,Medium,Billing,4.7,3.0
10298,23405,2025-04-28,High,Performance,0.3,9.3
10299,23600,2024-12-15,Medium,Performance,1.0,18.6
10300,14889,2025-07-30,Low,Bug,17.6,19.7
10301,46889,2024-02-04,High,Integrations,5.7,31.7
10302,14960,2025-02-19,Low,Bug,0.7,38.0
10303,13928,2022-12-28,Medium,Integrations,2.7,9.4
10304,5169,2025-06-27,High,How To,13.9,45.2
10305,1660,2024-03-04,Low,Integrations,6.7,24.4
10306,18601,2022-09-07,Low,Bug,12.1,34.4
10307,38324,2025-05-22,Low,Bug,1.0,19.6
10308,5267,2024-10-02,Low,How To,7.2,58.4
10309,30236,2024-11-28,Medium,Billing,7.7,6.6
10310,39956,2022-09-01,Medium,Performance,3.9,44.9
10311,49760,2024-11-07,Medium,Integrations,6.9,12.8
10312,6562,2023-06-06,Urgent,How To,9.1,8.3
10313,28345,2024-09-24,Low,Bug,10.1,8.6
10314,42618,2024-05-06,Low,Integrations,0.8,42.7
10315,40769,2024-11-20,Low,Billing,6.7,10.1
10316,31460,2023-04-25,Low,Integrations,0.9,19.1
10317,19522,2022-08-04,Low,Integrations,5.4,3.4
10318,48155,2024-07-06,Low,How To,1.4,35.9
10319,16855,2022-04-10,Low,How To,5.2,1.3
10320,42968,2023-10-11,Low,Performance,1.3,15.1
10321,5354,2025-09-22,Medium,Integrations,7.7,23.8
10322,48379,2025-05-09,Low,Integrations,1.8,45.4
10323,38103,2023-11-02,Medium,Integrations,7.3,20.4
10324,7043,2022-04-10,Low,Bug,3.6,9.4
10325,1575,2025-07-07,Low,Bug,1.1,55.5
10326,545,2023-11-18,Low,Performance,3.7,24.4
10327,49095,2022-02-06,Low,How To,1.1,24.8
10328,47046,2024-04-28,Medium,How To,6.4,12.0
10329,23334,2024-07-05,Medium,Billing,7.5,40.4
